measure,location,sex,age,metric,year,val,upper,lower
Age-specific fertility rate,United Arab Emirates,Female,45-49 years,Rate,2020,0.0025540283009922,0.0033396607676332,0.0018898224087626
Age-specific fertility rate,United Arab Emirates,Female,45-49 years,Rate,2021,0.0024695343766931,0.0032539131627506,0.0018142436123146
Age-specific fertility rate,United Arab Emirates,Female,50-54 years,Rate,2012,0.0002654233493753,0.0002722895699038,0.0002582755312007
Age-specific fertility rate,United Arab Emirates,Female,50-54 years,Rate,2013,0.0002528455712872,0.0002593864180372,0.0002460364711305
Age-specific fertility rate,United Arab Emirates,Female,50-54 years,Rate,2014,0.0002470110167484,0.0002534009297608,0.0002403590404283
Age-specific fertility rate,United Arab Emirates,Female,50-54 years,Rate,2015,0.0002459932519509,0.0002523568364674,0.0002393686839116
Age-specific fertility rate,United Arab Emirates,Female,50-54 years,Rate,2016,0.0002479238069221,0.0002543373328481,0.0002412472492747
Age-specific fertility rate,United Arab Emirates,Female,50-54 years,Rate,2017,0.0002483100376708,0.0002547335549767,0.0002416230788769
Age-specific fertility rate,United Arab Emirates,Female,50-54 years,Rate,2018,0.0002454801518761,0.0002518304630379,0.0002388694015588
Age-specific fertility rate,United Arab Emirates,Female,50-54 years,Rate,2019,0.0002413740179561,0.0002476181077886,0.0002348738453206
Age-specific fertility rate,United Arab Emirates,Female,50-54 years,Rate,2020,0.0002367322166609,0.0002428562280172,0.0002303570471637
Age-specific fertility rate,United Arab Emirates,Female,50-54 years,Rate,2021,0.0002289004968691,0.0002348219099411,0.0002227362346233
Age-specific fertility rate,United Arab Emirates,Female,55-59 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,55-59 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,55-59 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,55-59 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,55-59 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,55-59 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,55-59 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,55-59 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,55-59 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,55-59 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,60-64 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,60-64 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,60-64 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,60-64 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,60-64 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,60-64 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,60-64 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,60-64 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,60-64 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,60-64 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,65-69 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,65-69 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,65-69 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,65-69 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,65-69 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,65-69 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,65-69 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,65-69 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,65-69 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,65-69 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,70-74 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,70-74 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,70-74 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,70-74 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,70-74 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,70-74 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,70-74 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,70-74 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,70-74 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,70-74 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,75-79 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,75-79 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,75-79 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,75-79 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,75-79 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,75-79 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,75-79 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,75-79 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,75-79 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,United Arab Emirates,Female,75-79 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,California,Female,20-24 years,Rate,2012,0.0706588885273315,0.0767484193147007,0.0652688237350939
Age-specific fertility rate,California,Female,20-24 years,Rate,2013,0.0670980257325152,0.0732022021989467,0.0615131237940951
Age-specific fertility rate,California,Female,20-24 years,Rate,2014,0.0639786684334274,0.0700136436404188,0.0582280195450035
Age-specific fertility rate,California,Female,20-24 years,Rate,2015,0.0613491637465752,0.0657295027802246,0.0570494836552487
Age-specific fertility rate,California,Female,20-24 years,Rate,2016,0.058784357186843,0.0645445129561195,0.0537102867652995
Age-specific fertility rate,California,Female,20-24 years,Rate,2017,0.055818862353751,0.0609172144826825,0.0512416603424549
Age-specific fertility rate,California,Female,20-24 years,Rate,2018,0.0529287416841146,0.0574929704856767,0.048317691588506
Age-specific fertility rate,California,Female,20-24 years,Rate,2019,0.0501761826233701,0.0548262525848424,0.0456996105213921
Age-specific fertility rate,California,Female,20-24 years,Rate,2020,0.0481924051166623,0.0527014097256859,0.0437634649952802
Age-specific fertility rate,California,Female,20-24 years,Rate,2021,0.0469524518073868,0.0524212944318271,0.0420262172109396
Age-specific fertility rate,California,Female,25-29 years,Rate,2012,0.0974668800800031,0.101705619450234,0.093487148817285
Age-specific fertility rate,California,Female,25-29 years,Rate,2013,0.0948045675412202,0.0991380825480079,0.0909597894154262
Age-specific fertility rate,California,Female,25-29 years,Rate,2014,0.0919133216179851,0.0963994656846973,0.0876372254487923
Age-specific fertility rate,California,Female,25-29 years,Rate,2015,0.088870213201351,0.0927744523085423,0.0848536262670334
Age-specific fertility rate,California,Female,25-29 years,Rate,2016,0.0853740449727117,0.0895919000787853,0.0814033497241516
Age-specific fertility rate,California,Female,25-29 years,Rate,2017,0.0821105084647735,0.0872603931870573,0.07740124818764
Age-specific fertility rate,California,Female,25-29 years,Rate,2018,0.0792989060676028,0.0833249927997295,0.0755068930171638
Age-specific fertility rate,California,Female,25-29 years,Rate,2019,0.0766023127290743,0.0803270018280174,0.0730672933243909
Age-specific fertility rate,California,Female,25-29 years,Rate,2020,0.0745886813220931,0.0782147544897635,0.0709133964015059
Age-specific fertility rate,California,Female,25-29 years,Rate,2021,0.073546969086132,0.0775623050649901,0.0695406796915618
Age-specific fertility rate,California,Female,30-34 years,Rate,2012,0.104786218528641,0.11023487422401,0.0997607272263415
Age-specific fertility rate,California,Female,30-34 years,Rate,2013,0.105316520718125,0.110105567106456,0.100215026048017
Age-specific fertility rate,California,Female,30-34 years,Rate,2014,0.105440041256419,0.110683816799729,0.0999138116136015
Age-specific fertility rate,California,Female,30-34 years,Rate,2015,0.10441452126138,0.10960317731065,0.0994422207427675
Age-specific fertility rate,California,Female,30-34 years,Rate,2016,0.102417393997066,0.107746157138629,0.0975454643852237
Age-specific fertility rate,California,Female,30-34 years,Rate,2017,0.0996965373386883,0.104987913030219,0.0950925366210731
Age-specific fertility rate,California,Female,30-34 years,Rate,2018,0.0970994693879328,0.102487314530116,0.092433734867702
Age-specific fertility rate,California,Female,30-34 years,Rate,2019,0.094784691574001,0.100052382109194,0.0895826451509542
